Numero de components conexes de un graf grid conex de num_nodes 50 despres d'aplicanr percolacio per nodes amb probabilitat PROB_PERC
PROB_PERC;NUM_CC(mitjana)
0.000000;0.200000
0.010000;28.700000
0.020000;63.200000
0.030000;90.200000
0.040000;109.100000
0.050000;138.000000
0.060000;157.700000
0.070000;183.900000
0.080000;199.600000
0.090000;218.600000
0.100000;236.100000
0.110000;255.700000
0.120000;268.300000
0.130000;277.600000
0.140000;285.000000
0.150000;296.900000
0.160000;304.800000
0.170000;317.400000
0.180000;312.200000
0.190000;325.100000
0.200000;328.900000
0.210000;334.000000
0.220000;332.000000
0.230000;327.000000
0.240000;328.800000
0.250000;330.400000
0.260000;322.700000
0.270000;315.300000
0.280000;322.700000
0.290000;312.200000
0.300000;305.000000
0.310000;299.600000
0.320000;291.200000
0.330000;285.800000
0.340000;285.500000
0.350000;270.000000
0.360000;280.800000
0.370000;262.300000
0.380000;251.400000
0.390000;244.700000
0.400000;232.900000
0.410000;214.300000
0.420000;212.500000
0.430000;204.300000
0.440000;201.500000
0.450000;184.900000
0.460000;181.700000
0.470000;163.400000
0.480000;154.100000
0.490000;145.300000
0.500000;144.300000
0.510000;125.800000
0.520000;113.900000
0.530000;104.000000
0.540000;99.600000
0.550000;90.000000
0.560000;83.900000
0.570000;71.100000
0.580000;58.900000
0.590000;65.300000
0.600000;58.400000
0.610000;51.000000
0.620000;48.500000
0.630000;37.500000
0.640000;37.200000
0.650000;36.600000
0.660000;32.800000
0.670000;24.000000
0.680000;24.500000
0.690000;20.500000
0.700000;18.500000
0.710000;15.600000
0.720000;14.300000
0.730000;10.700000
0.740000;11.800000
0.750000;9.200000
0.760000;7.900000
0.770000;6.500000
0.780000;7.000000
0.790000;4.800000
0.800000;5.600000
0.810000;4.700000
0.820000;4.100000
0.830000;2.900000
0.840000;2.600000
0.850000;2.300000
0.860000;2.300000
0.870000;1.400000
0.880000;2.000000
0.890000;1.400000
0.900000;1.700000
0.910000;1.400000
0.920000;1.100000
0.930000;1.100000
0.940000;1.100000
0.950000;1.200000
0.960000;1.000000
0.970000;1.000000
0.980000;1.100000
0.990000;1.000000
