Numero de components conexes de un graf grid conex de num_nodes 100 despres d'aplicanr percolacio per nodes amb probabilitat PROB_PERC
PROB_PERC;NUM_CC(mitjana)
0.000000;1.500000
0.010000;121.800000
0.020000;235.000000
0.030000;345.300000
0.040000;443.000000
0.050000;541.000000
0.060000;627.000000
0.070000;709.600000
0.080000;782.500000
0.090000;855.900000
0.100000;927.000000
0.110000;995.300000
0.120000;1043.800000
0.130000;1092.900000
0.140000;1145.900000
0.150000;1172.600000
0.160000;1212.700000
0.170000;1237.100000
0.180000;1260.600000
0.190000;1291.600000
0.200000;1309.200000
0.210000;1296.200000
0.220000;1302.600000
0.230000;1301.700000
0.240000;1310.200000
0.250000;1303.300000
0.260000;1270.900000
0.270000;1258.400000
0.280000;1234.200000
0.290000;1231.000000
0.300000;1204.500000
0.310000;1185.800000
0.320000;1161.700000
0.330000;1134.400000
0.340000;1098.000000
0.350000;1053.500000
0.360000;1031.600000
0.370000;1006.300000
0.380000;979.600000
0.390000;930.800000
0.400000;919.800000
0.410000;889.100000
0.420000;809.000000
0.430000;806.600000
0.440000;731.900000
0.450000;697.600000
0.460000;679.300000
0.470000;639.500000
0.480000;606.800000
0.490000;547.300000
0.500000;515.500000
0.510000;453.900000
0.520000;419.100000
0.530000;410.600000
0.540000;361.200000
0.550000;326.900000
0.560000;292.900000
0.570000;267.900000
0.580000;241.900000
0.590000;220.900000
0.600000;191.100000
0.610000;169.900000
0.620000;166.500000
0.630000;146.300000
0.640000;127.800000
0.650000;110.900000
0.660000;95.900000
0.670000;87.800000
0.680000;79.900000
0.690000;65.700000
0.700000;62.200000
0.710000;53.100000
0.720000;43.300000
0.730000;38.700000
0.740000;32.800000
0.750000;29.000000
0.760000;27.800000
0.770000;24.000000
0.780000;18.100000
0.790000;16.100000
0.800000;13.100000
0.810000;11.900000
0.820000;10.700000
0.830000;8.000000
0.840000;7.100000
0.850000;4.600000
0.860000;3.800000
0.870000;2.700000
0.880000;2.300000
0.890000;3.100000
0.900000;1.500000
0.910000;1.800000
0.920000;1.000000
0.930000;1.200000
0.940000;1.000000
0.950000;1.000000
0.960000;1.000000
0.970000;1.000000
0.980000;1.000000
0.990000;1.000000
