Numero de components conexes de un graf grid conex de num_nodes 10 despres d'aplicanr percolacio per nodes amb probabilitat PROB_PERC
PROB_PERC;NUM_CC(mitjana)
0.000000;0.000000
0.010000;3.000000
0.020000;5.000000
0.030000;5.000000
0.040000;6.000000
0.050000;6.000000
0.060000;8.000000
0.070000;8.000000
0.080000;10.000000
0.090000;10.000000
0.100000;10.000000
0.110000;10.000000
0.120000;10.000000
0.130000;10.000000
0.140000;10.000000
0.150000;11.000000
0.160000;10.000000
0.170000;11.000000
0.180000;11.000000
0.190000;12.000000
0.200000;12.000000
0.210000;12.000000
0.220000;12.000000
0.230000;14.000000
0.240000;14.000000
0.250000;15.000000
0.260000;15.000000
0.270000;15.000000
0.280000;16.000000
0.290000;16.000000
0.300000;16.000000
0.310000;16.000000
0.320000;16.000000
0.330000;16.000000
0.340000;16.000000
0.350000;16.000000
0.360000;16.000000
0.370000;15.000000
0.380000;15.000000
0.390000;15.000000
0.400000;13.000000
0.410000;11.000000
0.420000;9.000000
0.430000;9.000000
0.440000;9.000000
0.450000;9.000000
0.460000;10.000000
0.470000;9.000000
0.480000;9.000000
0.490000;9.000000
0.500000;9.000000
0.510000;9.000000
0.520000;9.000000
0.530000;9.000000
0.540000;8.000000
0.550000;7.000000
0.560000;7.000000
0.570000;7.000000
0.580000;6.000000
0.590000;6.000000
0.600000;6.000000
0.610000;6.000000
0.620000;5.000000
0.630000;5.000000
0.640000;5.000000
0.650000;5.000000
0.660000;4.000000
0.670000;4.000000
0.680000;4.000000
0.690000;4.000000
0.700000;3.000000
0.710000;3.000000
0.720000;3.000000
0.730000;3.000000
0.740000;2.000000
0.750000;2.000000
0.760000;2.000000
0.770000;2.000000
0.780000;2.000000
0.790000;2.000000
0.800000;2.000000
0.810000;2.000000
0.820000;2.000000
0.830000;2.000000
0.840000;2.000000
0.850000;2.000000
0.860000;2.000000
0.870000;2.000000
0.880000;2.000000
0.890000;2.000000
0.900000;2.000000
0.910000;1.000000
0.920000;1.000000
0.930000;1.000000
0.940000;1.000000
0.950000;1.000000
0.960000;1.000000
0.970000;1.000000
0.980000;1.000000
0.990000;1.000000
