Numero de components conexes de un graf geometric conex de num_nodes 100 despres d'aplicanr percolacio per nodes amb probabilitat PROB_PERC
PROB_PERC;NUM_CC(mitjana)
0.000000;0.000000
0.010000;3.000000
0.020000;5.000000
0.030000;5.000000
0.040000;6.000000
0.050000;7.000000
0.060000;6.000000
0.070000;6.000000
0.080000;6.000000
0.090000;6.000000
0.100000;6.000000
0.110000;6.000000
0.120000;6.000000
0.130000;6.000000
0.140000;6.000000
0.150000;6.000000
0.160000;6.000000
0.170000;7.000000
0.180000;7.000000
0.190000;7.000000
0.200000;6.000000
0.210000;6.000000
0.220000;7.000000
0.230000;7.000000
0.240000;6.000000
0.250000;7.000000
0.260000;7.000000
0.270000;7.000000
0.280000;6.000000
0.290000;6.000000
0.300000;5.000000
0.310000;4.000000
0.320000;4.000000
0.330000;4.000000
0.340000;4.000000
0.350000;3.000000
0.360000;2.000000
0.370000;2.000000
0.380000;2.000000
0.390000;2.000000
0.400000;2.000000
0.410000;2.000000
0.420000;1.000000
0.430000;1.000000
0.440000;1.000000
0.450000;1.000000
0.460000;1.000000
0.470000;1.000000
0.480000;1.000000
0.490000;1.000000
0.500000;1.000000
0.510000;1.000000
0.520000;1.000000
0.530000;1.000000
0.540000;1.000000
0.550000;1.000000
0.560000;1.000000
0.570000;1.000000
0.580000;1.000000
0.590000;1.000000
0.600000;1.000000
0.610000;1.000000
0.620000;1.000000
0.630000;1.000000
0.640000;1.000000
0.650000;1.000000
0.660000;1.000000
0.670000;1.000000
0.680000;1.000000
0.690000;1.000000
0.700000;1.000000
0.710000;1.000000
0.720000;1.000000
0.730000;1.000000
0.740000;1.000000
0.750000;1.000000
0.760000;1.000000
0.770000;1.000000
0.780000;1.000000
0.790000;1.000000
0.800000;1.000000
0.810000;1.000000
0.820000;1.000000
0.830000;1.000000
0.840000;1.000000
0.850000;1.000000
0.860000;1.000000
0.870000;1.000000
0.880000;1.000000
0.890000;1.000000
0.900000;1.000000
0.910000;1.000000
0.920000;1.000000
0.930000;1.000000
0.940000;1.000000
0.950000;1.000000
0.960000;1.000000
0.970000;1.000000
0.980000;1.000000
0.990000;1.000000
