Numero de components conexes de un graf grid conex de num_nodes 25 despres d'aplicanr percolacio per arestes amb probabilitat PROB_PERC
PROB_PERC;NUM_CC(mitjana)
0.000000;624.900000
0.010000;609.700000
0.020000;596.200000
0.030000;579.000000
0.040000;565.900000
0.050000;552.900000
0.060000;533.200000
0.070000;522.400000
0.080000;507.100000
0.090000;492.700000
0.100000;476.500000
0.110000;468.600000
0.120000;445.000000
0.130000;439.700000
0.140000;423.900000
0.150000;405.600000
0.160000;392.300000
0.170000;374.300000
0.180000;365.200000
0.190000;353.900000
0.200000;337.800000
0.210000;326.800000
0.220000;309.000000
0.230000;291.100000
0.240000;286.800000
0.250000;258.500000
0.260000;242.900000
0.270000;232.800000
0.280000;230.400000
0.290000;216.000000
0.300000;208.400000
0.310000;195.500000
0.320000;189.500000
0.330000;184.900000
0.340000;167.700000
0.350000;161.500000
0.360000;150.600000
0.370000;142.800000
0.380000;138.400000
0.390000;119.500000
0.400000;121.800000
0.410000;108.600000
0.420000;104.600000
0.430000;91.000000
0.440000;89.400000
0.450000;77.400000
0.460000;74.500000
0.470000;73.500000
0.480000;65.600000
0.490000;59.600000
0.500000;54.600000
0.510000;47.300000
0.520000;41.600000
0.530000;44.900000
0.540000;44.800000
0.550000;35.200000
0.560000;31.300000
0.570000;27.800000
0.580000;23.900000
0.590000;23.400000
0.600000;18.800000
0.610000;16.200000
0.620000;17.300000
0.630000;17.400000
0.640000;13.900000
0.650000;12.500000
0.660000;12.200000
0.670000;10.900000
0.680000;8.900000
0.690000;8.300000
0.700000;7.500000
0.710000;7.100000
0.720000;6.500000
0.730000;7.000000
0.740000;5.100000
0.750000;4.400000
0.760000;4.200000
0.770000;2.800000
0.780000;3.200000
0.790000;2.800000
0.800000;2.800000
0.810000;2.100000
0.820000;2.100000
0.830000;1.900000
0.840000;1.700000
0.850000;1.900000
0.860000;1.800000
0.870000;1.400000
0.880000;1.200000
0.890000;1.300000
0.900000;1.200000
0.910000;1.000000
0.920000;1.000000
0.930000;1.200000
0.940000;1.100000
0.950000;1.000000
0.960000;1.000000
0.970000;1.000000
0.980000;1.000000
0.990000;1.000000
