Numero de components conexes de un graf grid conex de num_nodes 100 despres d'aplicanr percolacio per arestes amb probabilitat PROB_PERC
PROB_PERC;NUM_CC(mitjana)
0.000000;9997.500000
0.010000;9756.700000
0.020000;9510.600000
0.030000;9264.100000
0.040000;9023.900000
0.050000;8797.300000
0.060000;8561.200000
0.070000;8304.500000
0.080000;8057.000000
0.090000;7813.700000
0.100000;7595.500000
0.110000;7375.900000
0.120000;7093.700000
0.130000;6857.200000
0.140000;6651.800000
0.150000;6410.800000
0.160000;6162.100000
0.170000;5909.400000
0.180000;5671.800000
0.190000;5420.500000
0.200000;5196.700000
0.210000;4991.700000
0.220000;4751.600000
0.230000;4533.800000
0.240000;4249.000000
0.250000;4058.100000
0.260000;3827.300000
0.270000;3565.600000
0.280000;3411.200000
0.290000;3225.500000
0.300000;3105.100000
0.310000;2961.200000
0.320000;2786.300000
0.330000;2617.400000
0.340000;2468.600000
0.350000;2310.400000
0.360000;2214.400000
0.370000;2010.200000
0.380000;1936.500000
0.390000;1808.200000
0.400000;1651.000000
0.410000;1529.500000
0.420000;1413.500000
0.430000;1293.700000
0.440000;1187.500000
0.450000;1083.700000
0.460000;988.400000
0.470000;923.600000
0.480000;825.200000
0.490000;750.800000
0.500000;692.700000
0.510000;630.800000
0.520000;569.000000
0.530000;507.400000
0.540000;461.100000
0.550000;416.200000
0.560000;381.400000
0.570000;335.400000
0.580000;306.600000
0.590000;278.900000
0.600000;256.800000
0.610000;232.100000
0.620000;205.100000
0.630000;184.100000
0.640000;152.600000
0.650000;139.500000
0.660000;126.100000
0.670000;108.500000
0.680000;97.900000
0.690000;84.100000
0.700000;79.000000
0.710000;59.700000
0.720000;60.300000
0.730000;48.900000
0.740000;41.000000
0.750000;34.800000
0.760000;30.900000
0.770000;23.500000
0.780000;23.100000
0.790000;20.000000
0.800000;16.500000
0.810000;10.900000
0.820000;12.200000
0.830000;9.400000
0.840000;7.000000
0.850000;5.600000
0.860000;3.500000
0.870000;4.100000
0.880000;3.300000
0.890000;1.900000
0.900000;2.900000
0.910000;1.700000
0.920000;1.500000
0.930000;1.300000
0.940000;1.200000
0.950000;1.000000
0.960000;1.000000
0.970000;1.000000
0.980000;1.000000
0.990000;1.000000
