Numero de components conexes de un graf grid conex de num_nodes 50 despres d'aplicanr percolacio per arestes amb probabilitat PROB_PERC
PROB_PERC;NUM_CC(mitjana)
0.000000;2499.900000
0.010000;2439.200000
0.020000;2377.600000
0.030000;2321.200000
0.040000;2266.100000
0.050000;2191.300000
0.060000;2140.100000
0.070000;2080.900000
0.080000;2019.300000
0.090000;1959.100000
0.100000;1896.300000
0.110000;1848.700000
0.120000;1791.100000
0.130000;1718.200000
0.140000;1669.100000
0.150000;1602.200000
0.160000;1541.900000
0.170000;1482.900000
0.180000;1435.200000
0.190000;1372.600000
0.200000;1335.900000
0.210000;1250.500000
0.220000;1214.800000
0.230000;1146.900000
0.240000;1075.300000
0.250000;1030.600000
0.260000;982.200000
0.270000;922.800000
0.280000;873.700000
0.290000;826.700000
0.300000;784.200000
0.310000;749.900000
0.320000;707.900000
0.330000;687.800000
0.340000;635.100000
0.350000;598.500000
0.360000;572.100000
0.370000;526.600000
0.380000;496.600000
0.390000;470.400000
0.400000;418.600000
0.410000;398.700000
0.420000;366.900000
0.430000;348.700000
0.440000;304.500000
0.450000;278.800000
0.460000;259.300000
0.470000;239.700000
0.480000;223.400000
0.490000;215.600000
0.500000;194.900000
0.510000;174.300000
0.520000;156.300000
0.530000;137.500000
0.540000;135.700000
0.550000;114.700000
0.560000;100.500000
0.570000;102.400000
0.580000;89.600000
0.590000;75.700000
0.600000;69.000000
0.610000;63.900000
0.620000;55.900000
0.630000;53.600000
0.640000;42.600000
0.650000;41.900000
0.660000;34.000000
0.670000;33.500000
0.680000;27.300000
0.690000;27.800000
0.700000;21.000000
0.710000;18.000000
0.720000;17.800000
0.730000;14.200000
0.740000;12.300000
0.750000;11.100000
0.760000;10.200000
0.770000;8.100000
0.780000;7.200000
0.790000;6.500000
0.800000;4.900000
0.810000;5.300000
0.820000;3.700000
0.830000;2.800000
0.840000;3.900000
0.850000;2.400000
0.860000;1.700000
0.870000;1.900000
0.880000;1.800000
0.890000;1.300000
0.900000;1.000000
0.910000;1.200000
0.920000;1.100000
0.930000;1.200000
0.940000;1.000000
0.950000;1.000000
0.960000;1.000000
0.970000;1.000000
0.980000;1.000000
0.990000;1.000000
