Numero de components conexes de un graf geometric conex de num_nodes 100 despres d'aplicanr percolacio per arestes amb probabilitat PROB_PERC
PROB_PERC;NUM_CC(mitjana)
0.000000;100.000000
0.010000;94.000000
0.020000;89.600000
0.030000;82.100000
0.040000;75.700000
0.050000;73.500000
0.060000;63.000000
0.070000;60.400000
0.080000;51.800000
0.090000;49.900000
0.100000;44.100000
0.110000;38.000000
0.120000;37.200000
0.130000;32.500000
0.140000;30.500000
0.150000;26.100000
0.160000;21.600000
0.170000;23.000000
0.180000;18.300000
0.190000;19.200000
0.200000;18.100000
0.210000;14.900000
0.220000;12.800000
0.230000;11.000000
0.240000;10.000000
0.250000;8.800000
0.260000;8.800000
0.270000;6.800000
0.280000;6.800000
0.290000;5.500000
0.300000;6.200000
0.310000;5.700000
0.320000;4.800000
0.330000;4.300000
0.340000;6.400000
0.350000;4.200000
0.360000;3.700000
0.370000;4.600000
0.380000;4.300000
0.390000;4.100000
0.400000;3.300000
0.410000;3.000000
0.420000;2.600000
0.430000;2.600000
0.440000;3.200000
0.450000;2.500000
0.460000;1.800000
0.470000;2.600000
0.480000;2.500000
0.490000;1.700000
0.500000;2.600000
0.510000;2.100000
0.520000;1.800000
0.530000;1.600000
0.540000;1.300000
0.550000;2.500000
0.560000;2.200000
0.570000;1.800000
0.580000;1.500000
0.590000;1.600000
0.600000;1.400000
0.610000;1.400000
0.620000;1.600000
0.630000;1.300000
0.640000;1.600000
0.650000;1.200000
0.660000;1.300000
0.670000;1.400000
0.680000;1.200000
0.690000;1.300000
0.700000;1.500000
0.710000;1.500000
0.720000;1.100000
0.730000;1.300000
0.740000;1.300000
0.750000;1.300000
0.760000;1.300000
0.770000;1.100000
0.780000;1.300000
0.790000;1.200000
0.800000;1.000000
0.810000;1.300000
0.820000;1.100000
0.830000;1.000000
0.840000;1.000000
0.850000;1.100000
0.860000;1.000000
0.870000;1.100000
0.880000;1.000000
0.890000;1.000000
0.900000;1.000000
0.910000;1.000000
0.920000;1.100000
0.930000;1.000000
0.940000;1.000000
0.950000;1.000000
0.960000;1.000000
0.970000;1.000000
0.980000;1.000000
0.990000;1.000000
